ticker,ann_date,entry_day,surprise,ear,fwd_1,fwd_5,fwd_20,fwd_60
AAPL,2016-07-26,2016-07-27,2.74,0.05823326102397097,0.012347078588574867,0.02915661670804126,0.04888597748361989,0.15041941410707393
AAPL,2016-04-26,2016-04-27,-5.09,-0.07263711163905995,-0.021491143808192947,-0.016378444238942302,0.024935706788946632,-0.028356333885229956
AAPL,2016-01-26,2016-01-27,1.67,-0.06315061793483667,0.0019628880444464425,0.014513657002943381,0.001985135560105933,0.020870194199311243
AAPL,2015-10-27,2015-10-28,4.65,0.025191449855395565,0.011138136378391117,0.01614116739032756,-0.007931309476111315,-0.07374502372398883
AAPL,2015-07-21,2015-07-22,1.89,-0.04612772633241258,0.005150467408090886,-0.014970219457404399,-0.06294964150889615,-0.06495155123728347
AAPL,2015-04-27,2015-04-28,7.93,0.0031417016317413227,-0.010591446736270327,-0.02444568982303197,0.009601364506171661,-0.036232616374383464
AAPL,2015-01-27,2015-01-28,17.36,0.045385735549174244,0.021890303296327795,0.017271089059764044,0.07934156006676663,0.07205287461495091
AAPL,2014-10-20,2014-10-21,8.62,0.019432403259826314,0.012185711336564986,0.019307343402326982,0.07259855047110642,-0.005852977675315563
AAPL,2014-07-22,2014-07-23,3.82,0.02800872754844419,-0.0016973770057087112,0.0182337237989334,0.038514413317263685,0.053247237643057166
AAPL,2014-04-23,2014-04-24,14.28,0.06815750699226963,0.015544028190742076,0.039098552060633285,0.06617449811078058,0.10898477437024079
AAPL,2014-01-27,2014-01-28,3.22,-0.07346907573159367,-0.001747273217078904,0.025071851845950066,-0.004742399430619049,0.07412807843721825
AAPL,2013-10-28,2013-10-29,3.79,-0.02457794641988731,0.020876048413571824,0.022053326627929803,0.018576517182514296,0.06148093367136953
AAPL,2013-07-23,2013-07-24,2.52,0.03909078833737056,-0.006996361124549932,0.0261589153507491,0.17143337513180235,0.11992535634856716
AAPL,2013-04-23,2013-04-24,0.93,0.006082462845646619,0.003147909869539056,0.08090263702644296,0.04473330182370838,-0.02217387783260638
AAPL,2013-01-23,2013-01-24,2.04,-0.10939206520334999,-0.02919557707794107,0.00913586182843762,-0.010078458743576046,-0.1597862993943886
AAPL,2012-10-25,2012-10-26,-0.85,-0.023139492259772076,-0.014371104267761448,-0.04640789929125211,-0.031237945384597232,-0.3210680908953817
AAPL,2012-07-24,2012-07-25,-10.1,-0.03942988480975029,-0.01665459248462342,0.028278755267235667,0.10963251762420811,0.01068030172856349
AAPL,2012-04-24,2012-04-25,23.8,0.04944836616245918,-0.010739554634977777,-0.04749574593648753,-0.014939907166328648,0.005116474877057464
AAPL,2012-01-24,2012-01-25,36.99,0.03782014859375371,0.0005854178494508755,0.022015407319974423,0.12541092967470502,0.23758855368107845
AAPL,2011-10-18,2011-10-19,-3.13,-0.05836778836413281,-0.012679241248536255,-0.021203000145189277,-0.059099176162597855,-0.009124887911924784
AAPL,2011-07-19,2011-07-20,33.38,0.019426509834527428,-0.01286308507513434,0.030160744154126506,0.08115453479364243,0.1424667071760365
AAPL,2011-04-20,2011-04-21,19.59,0.01919304101572905,0.007633256862021542,-0.021433622257874596,-0.04286919388720967,0.07749552537081039
AAPL,2011-01-18,2011-01-19,19.21,-0.01954310329675979,-0.016853533820975763,0.0037143128017000926,0.028021766305873275,-0.049211726531082745
AAPL,2010-10-18,2010-10-19,13.62,-0.00843950617106215,-0.006405451084370517,-0.02169985369431615,-0.037776326513604075,0.011433863268352606
AAPL,2010-07-20,2010-07-21,12.93,0.03731377306998096,-0.0035207343641221467,-0.00868539519552547,-0.030005970076647848,0.08616128916161725
AAPL,2010-04-20,2010-04-21,36.29,0.04208221881259977,0.024984957603219282,0.01978938553017584,0.03178837348562524,0.07586884019369466
AAPL,2010-01-25,2010-01-26,74.9,0.04049995300389253,0.004663729579305498,-0.05873457577443719,-0.0394524396930811,0.18223560454866972
AAPL,2009-10-19,2009-10-20,27.38,0.05401382604185412,0.039966085447515454,0.01855445072316131,0.021953912054150093,-0.010092407999555464
AAPL,2009-07-21,2009-07-22,15.14,0.020632547711406657,-0.015192270816737796,-0.0009872406018502922,0.0039931528710412945,0.06210779480284523
AAPL,2009-04-22,2009-04-23,21.55,0.026250024666440108,-0.027072380692373166,-0.0205839170181652,-0.05470901186618682,0.09875747942741109
AAPL,2009-01-21,2009-01-22,27.6,0.10286659179514213,-0.00435017409986771,0.030760450394974104,0.096552145247351,0.348304462816752
AAPL,2008-10-21,2008-10-22,13.12,0.06673510423334672,0.0024551315095353576,0.05236201940450891,-0.008379898324226032,-0.08884994010854252
AAPL,2008-07-21,2008-07-22,10.02,-0.030858569079884823,0.020756835922975725,-0.021076474652668375,0.07488373337060616,-0.10568307880136196
AAPL,2008-04-23,2008-04-24,7.97,0.05180135140542186,-0.00457758035638145,0.04522415938352897,0.0394019347926835,0.06846313457383424
AAPL,2008-01-22,2008-01-23,8.87,-0.15176835218776563,-0.03339359952789289,-0.05738784527063645,-0.13299905363651188,0.11834239499103383
AAPL,2007-10-22,2007-10-23,20.43,0.0783952938481387,0.0006102699076876439,-0.004053310264658938,-0.0460677761406576,-0.008026247202858161
AAPL,2007-07-25,2007-07-26,27.71,0.10404184975607067,0.004933353357432058,-0.06229955566104639,-0.0921264053330243,0.15131638365179234
AAPL,2007-04-25,2007-04-26,36.51,0.04973114324249872,0.011728393610104915,0.011105167670779625,0.11046835844414882,0.4205621886844395
AAPL,2007-01-17,2007-01-18,45.81,-0.07976018001832852,-0.00836397983576831,-0.02969614903616713,-0.06620762559371873,-0.006770786380811744
